Model year,Make,Model,Vehicle class,Motor (kW),Recharge time (h),Energy Efficiency (km/kWh)
2026,Rivian,"R1S Performance Dual Large Plus (22"" Wheels)",Sport utility vehicle: Standard,496,12,3.937007874
2026,Rivian,"R1S Dual Max (20"" Wheels)",Sport utility vehicle: Standard,418,15,3.831417625
2026,Rivian,"R1S Dual Max (22"" Wheels)",Sport utility vehicle: Standard,418,15,4.032258065
2026,Rivian,"R1S All-Terrain Dual Max (20"" Wheels)",Sport utility vehicle: Standard,418,15,3.717472119
2026,Rivian,"R1S All-Terrain Performance Dual Max (20"" Wheels)",Sport utility vehicle: Standard,496,15,3.717472119
2026,Rivian,"R1S Performance Dual Max (20"" Wheels)",Sport utility vehicle: Standard,496,15,3.831417625
2026,Rivian,"R1S Performance Dual Max (22"" Wheels)",Sport utility vehicle: Standard,496,15,4.032258065
2026,Rivian,"R1S Tri Max (22"" Wheels)",Sport utility vehicle: Standard,634,15,3.610108303
2026,Rivian,"R1S All-Terrain Tri Max (20"" Wheels)",Sport utility vehicle: Standard,634,15,3.225806452
2026,Rivian,"R1S Quad Max (20"" Wheels AT)",Sport utility vehicle: Standard,764,14,3.215434084
2026,Rivian,"R1S Quad Max (22"" Wheels)",Sport utility vehicle: Standard,764,14,3.623188406
2026,Rivian,"R1S Quad Max (22"" Wheels UHP)",Sport utility vehicle: Standard,764,14,3.401360544
2026,Rivian,"R1T Dual Standard (20"" Wheels)",Pickup truck: Standard,418,9.5,3.759398496
2026,Rivian,"R1T Dual Standard (22"" Wheels)",Pickup truck: Standard,418,9.5,4.032258065
2026,Rivian,"R1T Dual Large (20"" Wheels)",Pickup truck: Standard,418,12,3.759398496
2026,Rivian,"R1T Dual Large (22"" Wheels)",Pickup truck: Standard,418,12,4.081632653
2026,Rivian,"R1T All-Terrain Dual Large (20"" Wheels)",Pickup truck: Standard,418,12,3.623188406
2026,Rivian,"R1T AT Performance Dual Large (20"" Wheels)",Pickup truck: Standard,496,12,3.623188406
2026,Rivian,"R1T Performance Dual Large (20"" Wheels)",Pickup truck: Standard,496,12,3.759398496
2026,Rivian,"R1T Performance Dual Large (22"" Wheels)",Pickup truck: Standard,496,12,4.081632653
2026,Rivian,"R1T Dual Large Plus (20"" Wheels)",Pickup truck: Standard,418,12,3.731343284
2026,Rivian,"R1T Dual Large Plus (22"" Wheels)",Pickup truck: Standard,418,12,3.937007874
2026,Rivian,"R1T All-Terrain Dual Large Plus (20"" Wheels)",Pickup truck: Standard,418,12,3.436426117
2026,Rivian,"R1T AT Performance Dual Large Plus (20"" Wheels)",Pickup truck: Standard,496,12,3.436426117
2026,Rivian,"R1T Performance Dual Large Plus (20"" Wheels)",Pickup truck: Standard,496,12,3.731343284
2026,Rivian,"R1T Performance Dual Large Plus (22"" Wheels)",Pickup truck: Standard,496,12,3.937007874
2026,Rivian,"R1T Dual Max (20"" Wheels)",Pickup truck: Standard,418,15,3.831417625
2026,Rivian,"R1T Dual Max (22"" Wheels)",Pickup truck: Standard,418,15,4.149377593
2026,Rivian,"R1T All-Terrain Dual Max (20"" Wheels)",Pickup truck: Standard,418,15,3.717472119
2026,Rivian,"R1T All-Terrain Performance Dual Max (20"" Wheels)",Pickup truck: Standard,496,15,3.717472119
2026,Rivian,"R1T Performance Dual Max (20"" Wheels)",Pickup truck: Standard,496,15,3.831417625
2026,Rivian,"R1T Performance Dual Max (22"" Wheels)",Pickup truck: Standard,496,15,4.149377593
2026,Rivian,"R1T Tri Max (22"" Wheels)",Pickup truck: Standard,634,15,3.610108303
2026,Rivian,"R1T All-Terrain Tri Max (20"" Wheels)",Pickup truck: Standard,634,15,3.225806452
2026,Rivian,"R1T Quad Max (20"" Wheels AT)",Pickup truck: Standard,764,14,3.215434084
2026,Rivian,"R1T Quad Max (22"" Wheels)",Pickup truck: Standard,764,14,3.623188406
2026,Rivian,"R1T Quad Max (22"" Wheels UHP)",Pickup truck: Standard,764,14,3.401360544
2026,Rolls-Royce,"Spectre (22"" Wheels)",Compact,430,10,3.6900369
2026,Rolls-Royce,"Spectre (23"" Wheels)",Compact,430,10,3.367003367
2026,Rolls-Royce,"Black Badge Spectre (22"" Wheels)",Compact,485,10,3.546099291
2026,Rolls-Royce,"Black Badge Spectre (23"" Wheels)",Compact,485,10,3.333333333
2026,Tesla,Cybertruck AWD,Pickup truck: Standard,449,11.7,3.745318352
2026,Tesla,Model S,Full-size,491,10,5.917159763
2026,Tesla,"Model S Plaid (19"" Wheels)",Full-size,750,10,5.263157895
2026,Tesla,"Model S Plaid (21"" Wheels)",Full-size,750,10,4.444444444
2026,Tesla,Model X,Sport utility vehicle: Standard,491,14,5
2026,Tesla,Model X Plaid,Sport utility vehicle: Standard,690,14,4.784688995
2026,Tesla,Model Y Long Range AWD-B,Sport utility vehicle: Small,296,8,5.780346821
2026,Tesla,Model Y Long Range AWD-B (pre-6/11/25),Sport utility vehicle: Small,296,8,5.780346821
2026,Tesla,Model Y Long Range AWD-I,Sport utility vehicle: Small,296,8,5.847953216
2026,Toyota,bZ,Sport utility vehicle: Small,125,6,6.211180124
2026,Toyota,bZ AWD,Sport utility vehicle: Small,250,8,5.780346821
2026,Toyota,bZ Limited AWD,Sport utility vehicle: Small,250,8,5.376344086
2026,VinFast,VF8 ECO,Sport utility vehicle: Standard,260,12,3.484320557
2026,VinFast,VF8 PLUS,Sport utility vehicle: Standard,260,12,3.584229391
2026,VinFast,VF8 PLUS Performance,Sport utility vehicle: Standard,300,12,2.114164905
2026,Volkswagen,ID. Buzz,Minivan,210,9,3.95256917
2026,Volkswagen,ID. Buzz 4MOTION,Minivan,250,9,3.831417625
2026,Volkswagen,ID.4,Sport utility vehicle: Small,210,8,5.405405405
2026,Volkswagen,ID.4 AWD,Sport utility vehicle: Small,250,8,4.87804878
2026,Volvo,EC40,Sport utility vehicle: Small,185,8,5.076142132
2026,Volvo,EC40 Twin,Sport utility vehicle: Small,300,8,4.62962963
2026,Volvo,EX30 Single Motor Extended Range,Sport utility vehicle: Small,200,8,5.524861878
2026,Volvo,EX30 Twin Performance,Sport utility vehicle: Small,315,8,5.18134715
2026,Volvo,"EX30 Cross Country (18"" Wheels)",Sport utility vehicle: Small,315,8,4.255319149
2026,Volvo,"EX30 Cross Country (19"" Wheels)",Sport utility vehicle: Small,315,8,4.716981132
2026,Volvo,EX40,Sport utility vehicle: Small,185,8,5.076142132
2026,Volvo,EX40 Twin,Sport utility vehicle: Small,300,8,4.464285714
